Experiment,Tray,F0 food,F1 food,Rep,Clone,E,I?,I.D.,#clutches (up to d37),DOB,DOD,days.alive,Notes,Lifetime # clutches,C1 Date,C1 Full Date,C1 Formatted Date,C1 Days,C1 #,C2,C2 Full Date,C2 day,C2 #,C2 cumulative #,C3,C3 full date,C3 day,C3#,C3 cumulative #,C4,C4 Full Date,C4 day,C4#,C4 cumulative #,C5,C5 day,C5#,C5 cumulative #,C6,C6 day,C6#,C6 cumulative #,C7,C7 day,C7#,C7 cumulative #,C8,C8 day,C8#,C8 cumulative #,C9,C9 day,C9#,C9 cumulative #,C10,C10 day,C10#,C10 cumulative #,C11,C11 day,C11#,C11 cumulative #,C12,C12 day,C12#,C12 cumulative #,C13,C13 day,C13#,C13 cumulative #,C14,C14 day,C14#,C14 cumulative #,C15,C15 day,C15#,C15 cumulative #,C16,C16 day,C16#,C16 cumulative #,C17,C17 day,C17#,C17 cumulative #,C18,C18 day,C18#,C18 cumulative #,C19,C19 day,C19#,C19 cumulative #,C20,C20 day,C20#,C20 cumulative #,C21,C21 day,C21#,C21 cumulative #,C22,C22 day,C22#,C22 cumulative #,C23,C23 day,C23#,C23 cumulative #,C24,C24 day,C24#,C24 cumulative #,C25,C25 day,C25#,C25 cumulative #,Lifetime offpsring #
Fiona,2,H,L,14,32,U,U,25,6,02/17/2014 00:00,05/09/14 00:00,82,,11,27-Feb,27/02/14,27/02/14,10,8,03-Mar,03/03/14,16,6,14,08-Mar,08/03/14,21,1,15,03/15/2014,03/15/2014,28,2,17,03/19/2014,32,5,22,03/23/2014,36,5,27,03/27/2014,40,2,29,03/31/2014 00:00,44,4,33,04/03/14 00:00,46,4,37,04/07/14 00:00,50,4,41,04/16/2014 00:00,59,3,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,,-41087,,44,44
Fiona,17,L,L,32,32,U,U,271,5,02/21/2014 00:00,05/09/14 00:00,78,,11,03/02/14,,03/02/14,11,10,03/07/14,03/07/14,16,13,23,03/19/2014,03/19/2014,28,1,24,03/25/2014,03/25/2014,34,4,28,03/29/2014,38,4,32,04/02/14,41,2,34,04/08/14,47,2,36,04/11/14 00:00,50,3,39,04/15/2014 00:00,54,2,41,04/19/2014 00:00,58,1,42,04/22/2014 00:00,61,3,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,,-41091,,45,45
Fiona,14,H,H,28,32,U,U,226,9,02/20/2014 00:00,05/10/14 00:00,80,,16,01-Mar,01/03/14,01/03/14,11,16,04-Mar,04/03/14,14,17,33,08-Mar,08/03/14,18,13,46,03/11/14,03/11/14,21,14,60,03/14/2014,24,9,69,03/18/2014,28,10,79,03/21/2014,31,17,96,03/24/2014 00:00,34,14,110,03/28/2014 00:00,38,12,122,03/31/2014 00:00,41,11,133,04/03/14 00:00,43,10,143,04/07/14 00:00,47,13,156,04/10/14 00:00,50,9,165,04/14/2014 00:00,54,3,168,04/21/2014 00:00,61,12,180,05/02/14 00:00,72,5,185,,-41090,,185,,-41090,,185,,-41090,,185,,-41090,,185,,-41090,,185,,-41090,,185,,-41090,,185,,-41090,,185,,-41090,,185,185
Fiona,13,H,L,29,32,U,U,216,7,02/20/2014 00:00,05/10/14 00:00,80,,13,03-Mar,03/03/14,03/03/14,13,3,07-Mar,07/03/14,17,2,5,10-Mar,10/03/14,20,4,9,03/14/2014,03/14/2014,24,2,11,03/18/2014,28,2,13,03/22/2014,32,3,16,03/28/2014,38,3,19,03/30/2014 00:00,40,2,21,04/03/14 00:00,43,2,23,04/07/14 00:00,47,4,27,04/11/14 00:00,51,7,34,04/15/2014 00:00,55,3,37,04/19/2014 00:00,59,2,39,,-41090,,39,,-41090,,39,,-41090,,39,,-41090,,39,,-41090,,39,,-41090,,39,,-41090,,39,,-41090,,39,,-41090,,39,,-41090,,39,,-41090,,39,,-41090,,39,39
Fiona,10,L,H,17,32,U,U,147,8,02/19/2014 00:00,05/11/14 00:00,82,,17,01-Mar,01/03/14,01/03/14,12,14,05-Mar,05/03/14,16,13,27,08-Mar,08/03/14,19,15,42,03/11/14,03/11/14,22,14,56,03/15/2014,26,12,68,03/18/2014,29,10,78,03/22/2014,33,11,89,03/25/2014 00:00,36,10,99,03/29/2014 00:00,40,9,108,04/02/14 00:00,43,4,112,04/06/14 00:00,47,9,121,04/09/14 00:00,50,6,127,04/13/2014 00:00,54,3,130,04/17/2014 00:00,58,8,138,04/21/2014 00:00,62,3,141,04/25/2014 00:00,66,3,144,04/28/2014 00:00,69,6,150,,-41089,,150,,-41089,,150,,-41089,,150,,-41089,,150,,-41089,,150,,-41089,,150,,-41089,,150,,-41089,,150,150
Fiona,13,H,H,27,32,U,U,200,8,02/20/2014 00:00,05/11/14 00:00,81,,17,01-Mar,01/03/14,01/03/14,11,19,04-Mar,04/03/14,14,14,33,08-Mar,08/03/14,18,13,46,03/12/14,03/12/14,22,8,54,03/15/2014,25,8,62,03/19/2014,29,9,71,03/23/2014,33,9,80,03/26/2014 00:00,36,11,91,03/30/2014 00:00,40,10,101,04/03/14 00:00,43,7,108,04/07/14 00:00,47,10,118,04/10/14 00:00,50,7,125,04/14/2014 00:00,54,6,131,04/17/2014 00:00,57,8,139,04/21/2014 00:00,61,7,146,04/25/2014 00:00,65,7,153,04/28/2014 00:00,68,5,158,,-41090,,158,,-41090,,158,,-41090,,158,,-41090,,158,,-41090,,158,,-41090,,158,,-41090,,158,,-41090,,158,158
Fiona,19,H,L,36,32,U,U,293,7,02/22/2014 00:00,05/11/14 00:00,79,,10,03/04/14,,03/04/14,12,6,03/10/14,03/10/14,18,13,19,03/15/2014,03/15/2014,23,3,22,03/20/2014,03/20/2014,28,3,25,03/24/2014,32,3,28,03/27/2014,35,4,32,03/31/2014,39,5,37,04/08/14 00:00,46,8,45,04/12/14 00:00,50,3,48,04/16/2014 00:00,54,3,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,,-41092,,51,51
Fiona,4,H,H,4,32,U,U,56,8,02/17/2014 00:00,05/12/14 00:00,85,,19,27-Feb,27/02/14,27/02/14,10,24,02-Mar,02/03/14,15,12,36,06-Mar,06/03/14,19,11,47,03/09/14,03/09/14,22,9,56,03/13/2014,26,10,66,03/16/2014,29,6,72,03/20/2014,33,12,84,03/23/2014 00:00,36,9,93,03/27/2014 00:00,40,9,102,03/30/2014 00:00,43,9,111,04/03/14 00:00,46,10,121,04/06/14 00:00,49,8,129,04/09/14 00:00,52,6,135,04/13/2014 00:00,56,5,140,04/17/2014 00:00,60,7,147,04/20/2014 00:00,63,4,151,04/24/2014 00:00,67,9,160,04/27/2014 00:00,70,5,165,05/07/14 00:00,80,7,172,,-41087,,172,,-41087,,172,,-41087,,172,,-41087,,172,,-41087,,172,,-41087,,172,172
Fiona,16,H,H,34,32,U,U,267,9,02/20/2014 00:00,05/12/14 00:00,82,,18,01-Mar,01/03/14,01/03/14,11,13,04-Mar,04/03/14,14,13,26,07-Mar,07/03/14,17,13,39,03/11/14,03/11/14,21,14,53,03/14/2014,24,11,64,03/18/2014,28,5,69,03/21/2014,31,10,79,03/24/2014 00:00,34,7,86,03/27/2014 00:00,37,8,94,03/31/2014 00:00,41,10,104,04/03/14 00:00,43,9,113,04/07/14 00:00,47,8,121,04/10/14 00:00,50,8,129,04/14/2014 00:00,54,6,135,04/17/2014 00:00,57,4,139,04/21/2014 00:00,61,7,146,04/24/2014 00:00,64,9,155,04/28/2014 00:00,68,2,157,,-41090,,157,,-41090,,157,,-41090,,157,,-41090,,157,,-41090,,157,,-41090,,157,,-41090,,157,157
Fiona,20,L,L,37,32,U,U,307,6,02/23/2014 00:00,05/12/14 00:00,79,,9,03/05/14,,03/05/14,12,4,03/11/14,03/11/14,18,5,9,03/15/2014,03/15/2014,22,3,12,03/19/2014,03/19/2014,26,4,16,03/23/2014,30,1,17,03/27/2014,34,3,20,04/04/14,41,2,22,04/12/14 00:00,49,3,25,04/16/2014 00:00,53,2,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,,-41093,,27,27
Fiona,2,H,H,15,32,U,U,30,9,02/17/2014 00:00,05/13/2014 00:00,86,,21,26-Feb,26/02/14,26/02/14,9,13,01-Mar,01/03/14,14,22,35,05-Mar,05/03/14,18,10,45,03/08/14,03/08/14,21,8,53,03/12/14,25,13,66,03/15/2014,28,11,77,03/19/2014,32,13,90,03/22/2014 00:00,35,10,100,03/26/2014 00:00,39,14,114,03/29/2014 00:00,42,10,124,04/02/14 00:00,45,8,132,04/05/14 00:00,48,10,142,04/09/14 00:00,52,9,151,04/17/2014 00:00,60,6,157,04/21/2014 00:00,64,2,159,04/24/2014 00:00,67,14,173,04/27/2014 00:00,70,9,182,05/01/14 00:00,74,11,193,05/04/14 00:00,77,5,198,05/09/14 00:00,82,4,202,05/13/2014 00:00,86,5,207,,-41087,,207,,-41087,,207,,-41087,,207,,-41087,,207,207
Fiona,14,L,L,27,32,U,U,224,7,02/20/2014 00:00,05/13/2014 00:00,83,,14,01-Mar,01/03/14,01/03/14,11,4,05-Mar,05/03/14,15,4,8,12-Mar,12/03/14,22,2,10,03/16/2014,03/16/2014,26,2,12,03/20/2014,30,2,14,03/24/2014,34,3,17,03/28/2014,38,3,20,04/01/14 00:00,41,2,22,04/05/14 00:00,45,2,24,04/09/14 00:00,49,4,28,04/14/2014 00:00,54,1,29,04/18/2014 00:00,58,2,31,04/21/2014 00:00,61,2,33,04/28/2014 00:00,68,1,34,,-41090,,34,,-41090,,34,,-41090,,34,,-41090,,34,,-41090,,34,,-41090,,34,,-41090,,34,,-41090,,34,,-41090,,34,,-41090,,34,,-41090,,34,34
Fiona,10,H,H,21,32,U,U,160,9,02/19/2014 00:00,05/16/2014 00:00,87,,20,27-Feb,27/02/14,27/02/14,8,17,03-Mar,03/03/14,14,11,28,06-Mar,06/03/14,17,15,43,03/09/14,03/09/14,20,13,56,03/13/2014,24,12,68,03/16/2014,27,11,79,03/20/2014,31,13,92,03/23/2014 00:00,34,11,103,03/26/2014 00:00,37,10,113,03/30/2014 00:00,41,8,121,04/03/14 00:00,44,9,130,04/06/14 00:00,47,10,140,04/09/14 00:00,50,10,150,04/13/2014 00:00,54,7,157,04/17/2014 00:00,58,9,166,04/21/2014 00:00,62,4,170,04/24/2014 00:00,65,6,176,04/27/2014 00:00,68,5,181,05/01/14 00:00,72,9,190,05/04/14 00:00,75,5,195,,-41089,,195,,-41089,,195,,-41089,,195,,-41089,,195,,-41089,,195,195
Fiona,1,L,H,1,32,U,U,8,8,02/16/2014 00:00,19-May-14,93,,16,26-Feb,26/02/14,26/02/14,10,17,01-Mar,01/03/14,15,14,31,05-Mar,05/03/14,19,11,42,,08/03/14,22,11,53,03/12/14,26,14,67,03/16/2014,30,10,77,03/20/2014,34,8,85,03/23/2014 00:00,37,11,96,03/27/2014 00:00,41,13,109,03/30/2014 00:00,44,6,115,04/01/14 00:00,45,6,121,04/06/14 00:00,50,7,128,04/09/14 00:00,53,14,142,04/14/2014 00:00,58,3,145,04/18/2014 00:00,62,6,151,04/25/2014 00:00,69,3,154,,-41086,,154,,-41086,,154,,-41086,,154,,-41086,,154,,-41086,,154,,-41086,,154,,-41086,,154,,-41086,,154,,-41086,,154,154
Fiona,7,L,H,8,32,U,U,111,8,02/18/2014 00:00,05/19/2014 00:00,91,,18,28-Feb,28/02/14,28/02/14,10,20,03-Mar,03/03/14,15,9,29,07-Mar,07/03/14,19,13,42,03/11/14,03/11/14,23,10,52,03/14/2014,26,10,62,03/18/2014,30,9,71,03/21/2014,33,11,82,03/25/2014 00:00,37,13,95,03/28/2014 00:00,40,8,103,04/01/14 00:00,43,8,111,04/05/14 00:00,47,6,117,04/09/14 00:00,51,5,122,04/17/2014 00:00,59,2,124,04/21/2014 00:00,63,3,127,04/24/2014 00:00,66,5,132,04/26/2014 00:00,68,5,137,05/02/14 00:00,74,6,143,05/03/14 00:00,75,7,150,,-41088,,150,,-41088,,150,,-41088,,150,,-41088,,150,,-41088,,150,,-41088,,150,,-41088,,150,150
Fiona,13,H,L,27,32,U,U,199,7,02/20/2014 00:00,05/19/2014 00:00,89,,9,02-Mar,02/03/14,02/03/14,12,3,06-Mar,06/03/14,16,2,5,09-Mar,09/03/14,19,7,12,03/14/2014,03/14/2014,24,3,15,03/21/2014,31,3,18,03/25/2014,35,2,20,03/29/2014,39,5,25,04/06/14 00:00,46,3,28,04/11/14 00:00,51,3,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,,-41090,,31,31
Fiona,3,H,H,5,32,U,U,38,9,02/17/2014 00:00,05/20/2014 00:00,93,,21,25-Feb,25/02/14,25/02/14,8,8,28-Feb,28/02/14,11,21,29,04-Mar,04/03/14,17,18,47,03/08/14,03/08/14,21,14,61,03/11/14,24,15,76,03/15/2014,28,12,88,03/18/2014,31,10,98,03/21/2014 00:00,34,12,110,03/25/2014 00:00,38,16,126,03/28/2014 00:00,41,15,141,04/01/14 00:00,44,8,149,04/04/14 00:00,47,7,156,04/08/14 00:00,51,10,166,04/13/2014 00:00,56,7,173,04/15/2014 00:00,58,10,183,04/19/2014 00:00,62,7,190,04/23/2014 00:00,66,5,195,04/27/2014 00:00,70,4,199,04/30/2014 00:00,73,11,210,05/08/14 00:00,81,3,213,05/13/2014 00:00,86,3,216,,-41087,,216,,-41087,,216,,-41087,,216,,-41087,,216,216
Fiona,15,L,L,25,32,U,U,248,7,02/20/2014 00:00,05/20/2014 00:00,90,,9,01-Mar,01/03/14,01/03/14,11,4,04-Mar,04/03/14,14,4,8,08-Mar,08/03/14,18,5,13,03/12/14,03/12/14,22,3,16,03/15/2014,25,3,19,03/20/2014,30,3,22,03/24/2014,34,5,27,04/01/14 00:00,41,2,29,04/09/14 00:00,49,4,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,33
Fiona,7,H,H,19,32,U,U,121,8,02/18/2014 00:00,05/21/2014 00:00,93,,18,27-Feb,27/02/14,27/02/14,9,12,03-Mar,03/03/14,15,11,23,06-Mar,06/03/14,18,10,33,03/10/14,03/10/14,22,12,45,03/14/2014,26,10,55,03/17/2014,29,10,65,03/21/2014,33,16,81,03/24/2014 00:00,36,10,91,03/28/2014 00:00,40,10,101,03/31/2014 00:00,43,11,112,04/05/14 00:00,47,7,119,04/08/14 00:00,50,8,127,04/12/14 00:00,54,6,133,04/17/2014 00:00,59,3,136,04/20/2014 00:00,62,3,139,04/25/2014 00:00,67,3,142,04/29/2014 00:00,71,3,145,05/07/14 00:00,79,4,149,,-41088,,149,,-41088,,149,,-41088,,149,,-41088,,149,,-41088,,149,,-41088,,149,,-41088,,149,149
Fiona,21,L,H,39,32,U,U,320,8,02/25/2014 00:00,05/21/2014 00:00,86,,17,03/07/14,,03/07/14,12,13,03/10/14,03/10/14,15,20,33,03/13/2014,03/13/2014,18,9,42,03/17/2014,03/17/2014,22,11,53,03/20/2014,25,10,63,03/27/2014,32,11,74,03/31/2014,36,7,81,04/03/14 00:00,38,8,89,04/07/14 00:00,42,8,97,04/11/14 00:00,46,6,103,04/16/2014 00:00,51,2,105,04/19/2014 00:00,54,3,108,04/22/2014 00:00,57,5,113,04/26/2014 00:00,61,10,123,04/29/2014 00:00,64,9,132,05/03/14 00:00,68,4,136,05/12/14 00:00,77,2,138,,-41095,,138,,-41095,,138,,-41095,,138,,-41095,,138,,-41095,,138,,-41095,,138,,-41095,,138,,-41095,,138,138
Fiona,1,H,L,1,32,U,U,7,6,02/16/2014 00:00,05/22/2014 00:00,96,,14,27-Feb,27/02/14,27/02/14,11,4,02-Mar,02/03/14,16,5,9,10-Mar,10/03/14,24,1,10,,14/03/14,28,3,13,03/18/2014,32,2,15,03/22/2014,36,4,19,03/27/2014,41,2,21,04/02/14 00:00,46,3,24,04/17/2014 00:00,61,6,30,04/22/2014 00:00,66,1,31,04/25/2014 00:00,69,3,34,05/13/2014 00:00,87,1,35,05/17/2014 00:00,91,5,40,05/22/2014 00:00,96,2,42,,-41086,,42,,-41086,,42,,-41086,,42,,-41086,,42,,-41086,,42,,-41086,,42,,-41086,,42,,-41086,,42,,-41086,,42,,-41086,,42,,-41086,,42,42
Fiona,3,H,L,5,32,U,U,37,7,02/17/2014 00:00,05/22/2014 00:00,95,,18,28-Feb,28/02/14,28/02/14,11,8,04-Mar,04/03/14,17,3,11,08-Mar,08/03/14,21,4,15,03/12/14,03/12/14,25,3,18,03/17/2014,30,1,19,03/20/2014,33,3,22,03/24/2014,37,4,26,03/30/2014 00:00,43,2,28,04/01/14 00:00,44,3,31,04/04/14 00:00,47,4,35,04/08/14 00:00,51,5,40,04/13/2014 00:00,56,2,42,04/19/2014 00:00,62,2,44,04/26/2014 00:00,69,2,46,04/30/2014 00:00,73,3,49,05/03/14 00:00,76,2,51,05/08/14 00:00,81,2,53,05/13/2014 00:00,86,2,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,,-41087,,55,55
Fiona,11,L,H,18,32,U,U,166,7,02/19/2014 00:00,05/22/2014 00:00,93,,20,01-Mar,01/03/14,01/03/14,12,12,05-Mar,05/03/14,16,18,30,08-Mar,08/03/14,19,6,36,03/12/14,03/12/14,23,17,53,03/15/2014,26,12,65,03/19/2014,30,9,74,03/25/2014,36,15,89,03/29/2014 00:00,40,12,101,04/01/14 00:00,42,5,106,04/05/14 00:00,46,6,112,04/09/14 00:00,50,10,122,04/12/14 00:00,53,4,126,04/15/2014 00:00,56,5,131,04/20/2014 00:00,61,10,141,04/23/2014 00:00,64,11,152,04/26/2014 00:00,67,10,162,04/30/2014 00:00,71,6,168,05/03/14 00:00,74,7,175,05/10/14 00:00,81,2,177,05/12/14 00:00,83,4,181,,-41089,,181,,-41089,,181,,-41089,,181,,-41089,,181,,-41089,,181,181
Fiona,7,L,L,10,32,U,U,113,7,02/18/2014 00:00,05/22/2014 00:00,94,,13,01-Mar,01/03/14,01/03/14,13,4,08-Mar,08/03/14,20,4,8,12-Mar,12/03/14,24,7,15,03/16/2014,03/16/2014,28,2,17,03/19/2014,31,7,24,03/24/2014,36,8,32,03/27/2014,39,4,36,03/31/2014 00:00,43,4,40,04/04/14 00:00,46,2,42,04/08/14 00:00,50,2,44,04/11/14 00:00,53,1,45,04/22/2014 00:00,64,3,48,05/06/14 00:00,78,2,50,,-41088,,50,,-41088,,50,,-41088,,50,,-41088,,50,,-41088,,50,,-41088,,50,,-41088,,50,,-41088,,50,,-41088,,50,,-41088,,50,,-41088,,50,,-41088,,50,50
Fiona,19,H,L,37,32,U,U,299,7,02/22/2014 00:00,05/22/2014 00:00,90,,11,03/06/14,,03/06/14,14,3,03/09/14,03/09/14,17,2,5,03/13/2014,03/13/2014,21,2,7,03/16/2014,03/16/2014,24,2,9,03/20/2014,28,4,13,03/24/2014,32,2,15,03/27/2014,35,3,18,04/01/14 00:00,39,2,20,04/10/14 00:00,48,3,23,04/13/2014 00:00,51,3,26,04/17/2014 00:00,55,4,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,,-41092,,30,30
Fiona,17,L,L,34,32,U,U,280,7,02/21/2014 00:00,05/23/2014 00:00,92,,14,03/02/14,,03/02/14,11,10,03/06/14,03/06/14,15,3,13,03/10/14,03/10/14,19,2,15,03/17/2014,03/17/2014,26,4,19,03/22/2014,31,3,22,03/26/2014,35,1,23,03/29/2014,38,3,26,04/03/14 00:00,42,2,28,04/07/14 00:00,46,2,30,04/11/14 00:00,50,4,34,04/15/2014 00:00,54,1,35,04/19/2014 00:00,58,3,38,05/02/14 00:00,71,3,41,05/11/14 00:00,80,1,42,,-41091,,42,,-41091,,42,,-41091,,42,,-41091,,42,,-41091,,42,,-41091,,42,,-41091,,42,,-41091,,42,,-41091,,42,,-41091,,42,,-41091,,42,42
Fiona,4,L,H,2,32,U,U,52,8,02/17/2014 00:00,05/25/2014 00:00,98,,22,28-Feb,28/02/14,28/02/14,11,10,03-Mar,03/03/14,16,11,21,07-Mar,07/03/14,20,12,33,03/11/14,03/11/14,24,7,40,03/14/2014,27,11,51,03/18/2014,31,6,57,03/22/2014,35,10,67,03/25/2014 00:00,38,9,76,03/29/2014 00:00,42,10,86,04/02/14 00:00,45,6,92,04/05/14 00:00,48,7,99,04/09/14 00:00,52,13,112,04/13/2014 00:00,56,6,118,04/17/2014 00:00,60,7,125,04/20/2014 00:00,63,7,132,04/24/2014 00:00,67,6,138,04/28/2014 00:00,71,2,140,05/02/14 00:00,75,4,144,05/07/14 00:00,80,4,148,05/12/14 00:00,85,2,150,05/20/2014 00:00,93,4,154,05/22/2014 00:00,95,2,156,,-41087,,156,,-41087,,156,,-41087,,156,156
Fiona,12,H,L,24,32,U,U,189,6,02/19/2014 00:00,05/25/2014 00:00,96,,10,01-Mar,01/03/14,01/03/14,12,3,05-Mar,05/03/14,16,6,9,10-Mar,10/03/14,21,4,13,03/12/14,03/12/14,23,5,18,03/20/2014,31,4,22,03/24/2014,35,5,27,04/01/14,42,2,29,04/05/14 00:00,46,2,31,04/09/14 00:00,50,5,36,05/10/14 00:00,81,12,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,,-41089,,48,48
Fiona,18,L,H,35,32,U,U,288,9,02/21/2014 00:00,05/26/2014 00:00,95,,16,03/01/14,,03/01/14,10,6,03/04/14,03/04/14,13,18,24,03/08/14,03/08/14,17,14,38,03/11/14,03/11/14,20,9,47,03/15/2014,24,10,57,03/18/2014,27,11,68,03/21/2014,30,13,81,03/25/2014 00:00,34,10,91,03/28/2014 00:00,37,10,101,04/01/14 00:00,40,4,105,04/05/14 00:00,44,5,110,04/09/14 00:00,48,3,113,04/17/2014 00:00,56,4,117,04/23/2014 00:00,62,1,118,04/29/2014 00:00,68,3,121,05/24/2014 00:00,93,2,123,,-41091,,123,,-41091,,123,,-41091,,123,,-41091,,123,,-41091,,123,,-41091,,123,,-41091,,123,,-41091,,123,,-41091,,123,123
Fiona,14,L,L,29,32,U,U,230,8,02/20/2014 00:00,05/26/2014 00:00,96,,13,02-Mar,02/03/14,02/03/14,12,5,05-Mar,05/03/14,15,4,9,10-Mar,10/03/14,20,3,12,03/13/2014,03/13/2014,23,4,16,03/17/2014,27,4,20,03/21/2014,31,4,24,03/24/2014,34,5,29,03/28/2014 00:00,38,4,33,04/01/14 00:00,41,2,35,04/05/14 00:00,45,2,37,04/09/14 00:00,49,5,42,04/12/14 00:00,52,4,46,04/17/2014 00:00,57,1,47,,-41090,,47,,-41090,,47,,-41090,,47,,-41090,,47,,-41090,,47,,-41090,,47,,-41090,,47,,-41090,,47,,-41090,,47,,-41090,,47,,-41090,,47,,-41090,,47,47
Fiona,12,L,L,22,32,U,U,183,5,02/19/2014 00:00,05/26/2014 00:00,97,,10,28-Feb,28/02/14,28/02/14,9,3,06-Mar,06/03/14,17,1,4,13-Mar,13/03/14,24,2,6,03/17/2014,03/17/2014,28,2,8,03/24/2014,35,2,10,04/03/14,44,3,13,04/09/14,50,4,17,04/12/14 00:00,53,4,21,04/16/2014 00:00,57,2,23,04/20/2014 00:00,61,4,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,,-41089,,27,27
Fiona,7,L,L,8,32,U,U,110,4,02/18/2014 00:00,05/26/2014 00:00,98,,17,01-Mar,01/03/14,01/03/14,13,3,03/17/2014,03/17/2014,29,3,6,03/21/2014,03/21/2014,33,4,10,03/24/2014,03/24/2014,36,4,14,04/01/14,43,2,16,04/05/14,47,2,18,04/08/14,50,3,21,04/11/14 00:00,53,6,27,04/15/2014 00:00,57,4,31,04/19/2014 00:00,61,5,36,04/22/2014 00:00,64,4,40,04/26/2014 00:00,68,3,43,04/29/2014 00:00,71,4,47,05/07/14 00:00,79,1,48,05/11/14 00:00,83,4,52,05/16/2014 00:00,88,1,53,05/22/2014 00:00,94,1,54,,-41088,,54,,-41088,,54,,-41088,,54,,-41088,,54,,-41088,,54,,-41088,,54,,-41088,,54,,-41088,,54,54
Fiona,19,L,H,36,32,U,U,296,8,02/22/2014 00:00,05/27/2014 00:00,95,,21,03/04/14,,03/04/14,12,16,03/07/14,03/07/14,15,15,31,03/12/14,03/12/14,20,3,34,03/14/2014,03/14/2014,22,9,43,03/17/2014,25,13,56,03/20/2014,28,9,65,03/24/2014,32,13,78,03/31/2014 00:00,39,12,90,04/03/14 00:00,41,8,98,04/07/14 00:00,45,14,112,04/10/14 00:00,48,8,120,04/14/2014 00:00,52,8,128,04/17/2014 00:00,55,9,137,04/21/2014 00:00,59,9,146,04/24/2014 00:00,62,6,152,04/28/2014 00:00,66,8,160,05/06/14 00:00,74,7,167,05/09/14 00:00,77,10,177,05/13/2014 00:00,81,6,183,05/15/2014 00:00,83,6,189,05/19/2014 00:00,87,4,193,,-41092,,193,,-41092,,193,,-41092,,193,,-41092,,193,193
Fiona,16,H,L,33,32,U,U,264,6,02/20/2014 00:00,05/27/2014 00:00,97,,20,01-Mar,01/03/14,01/03/14,11,4,04-Mar,04/03/14,14,6,10,15-Mar,15/03/14,25,3,13,03/21/2014,03/21/2014,31,2,15,03/23/2014,33,4,19,03/27/2014,37,2,21,03/30/2014,40,3,24,04/03/14 00:00,43,4,28,04/06/14 00:00,46,3,31,04/10/14 00:00,50,5,36,04/15/2014 00:00,55,3,39,04/25/2014 00:00,65,4,43,04/29/2014 00:00,69,3,46,05/03/14 00:00,73,3,49,05/07/14 00:00,77,4,53,05/10/14 00:00,80,3,56,05/14/2014 00:00,84,6,62,05/18/2014 00:00,88,6,68,05/22/2014 00:00,92,7,75,05/26/2014 00:00,96,3,78,,-41090,,78,,-41090,,78,,-41090,,78,,-41090,,78,,-41090,,78,78
